design,PGIdef,outcome,model_def,term,estimate,std.error,statistic,p.value,conf.low,conf.high,method,effect,group
Std,Cog/NonCog,Reading5th,child_model,as.factor(child_cohort)2007,0.184054922169327,0.0228641988721562,8.0499178299865,8.53660598047248e-16,0.139240414048538,0.228869430290116,OLS,,
Std,Cog/NonCog,Reading5th,child_model,as.factor(child_cohort)2008,-0.0317324135580334,0.023195222135509,-1.3680581877013,0.171302373991069,-0.0771957370957389,0.013730909979672,OLS,,
Std,Cog/NonCog,Reading5th,child_model,as.factor(child_cohort)2009,0.88981553752095,0.535663845772405,1.66114540778438,0.0966929259966365,-0.160101492181514,1.93973256722341,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC1,-0.282467055866967,0.262561120182128,-1.07581448338974,0.282017419654409,-0.797094641044889,0.232160529310955,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC2,0.263599089237638,0.317697207052441,0.829717993693685,0.406703729307514,-0.359096861974625,0.886295040449902,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC3,1.50471338336925,0.371631298924477,4.04894148507938,0.0000515570371311367,0.776305011979859,2.23312175475864,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC4,2.82043731214075,0.404825638716317,6.96704220879937,0.00000000000329209684240373,2.02696704995503,3.61390757432646,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC5,-2.11878992005555,0.403768741607803,-5.24753330735447,0.000000155018187709713,-2.91018863255272,-1.32739120755837,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC6,2.50629874376521,0.49271771618837,5.08668282349123,0.0000003662012728674,1.5405574021663,3.47204008536412,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC7,-0.189076706681669,0.4975419125204,-0.380021666363468,0.70393156664495,-1.16427361621484,0.786120202851499,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC8,-1.04512149982512,0.541099220412142,-1.93147848010034,0.0534317221244803,-2.10569202507729,0.0154490254270436,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC9,-0.0803432331809246,0.554176101352978,-0.144977802154898,0.884729206879081,-1.16654483303992,1.00585836667807,OLS,,
Std,Cog/NonCog,Reading5th,child_model,child_PC10,0.848458324301531,0.614562292856354,1.38058962315777,0.16741371909744,-0.356102002431871,2.05301865103493,OLS,,
Std,Cog/NonCog,Reading8th,child_model,(Intercept),0.107931657037788,0.0208408567891446,5.17884932130075,0.000000225601230161077,0.0670816525286447,0.14878166154693,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_Cog,0.260194819551246,0.00710016518746014,36.6463050762235,6.99417678551915e-284,0.246277839896432,0.274111799206059,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_NonCog,0.165028382332803,0.00706250980707509,23.3668181483416,4.92794033928948e-119,0.151185210702011,0.178871553963595,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_female,0.233390606577011,0.0137340607400109,16.993561554383,2.8214069261566e-64,0.206470578824097,0.260310634329926,OLS,,
Std,Cog/NonCog,Reading8th,child_model,as.factor(child_cohort)2003,-0.239090947130004,0.0238633757315787,-10.0191586395554,1.44226117152643e-23,-0.285865367975605,-0.192316526284402,OLS,,
Std,Cog/NonCog,Reading8th,child_model,as.factor(child_cohort)2004,-0.230637692261798,0.023321982405094,-9.88928334888984,5.28488311890765e-23,-0.276350932175546,-0.184924452348049,OLS,,
Std,Cog/NonCog,Reading8th,child_model,as.factor(child_cohort)2005,-0.026006936885451,0.0230308393782722,-1.12922227706501,0.258818737759644,-0.0711495095718967,0.0191356358009947,OLS,,
Std,Cog/NonCog,Reading8th,child_model,as.factor(child_cohort)2006,0.0168620873551118,0.209813707681311,0.0803669480962792,0.935946283795657,-0.394392161526146,0.42811633623637,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC1,-0.387945888076813,0.358233471878598,-1.08294148517837,0.278848527556003,-1.09011658526183,0.314224809108199,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC2,0.08495675323181,0.436330988271668,0.194707127193346,0.845624372589378,-0.770292290447646,0.940205796911266,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC3,0.226839046904173,0.51019128240075,0.444615685781148,0.656602717287874,-0.773182996213156,1.2268610900215,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC4,2.46528018987085,0.575540738365295,4.28341562210344,0.0000184975555771184,1.33716717631837,3.59339320342334,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC5,-1.26746048408017,0.559187591519435,-2.26661053160389,0.0234255368832793,-2.36351981917064,-0.17140114898969,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC6,2.26984954359885,0.703120701516074,3.22825019758995,0.00124767316134919,0.891668016898661,3.64803107029904,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC7,-0.66506714267581,0.691917596697162,-0.961194144867073,0.336467137227554,-2.02128954902893,0.691155263677308,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC8,-1.49181564003317,0.748118768294568,-1.99408931209406,0.0461569651260946,-2.95819753437667,-0.0254337456896638,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC9,-0.339098496016705,0.759306948446062,-0.446589480987467,0.655176725579849,-1.82741025698046,1.14921326494705,OLS,,
Std,Cog/NonCog,Reading8th,child_model,child_PC10,1.3476971900844,0.863026639932898,1.56159396213909,0.118400798063785,-0.343914747440761,3.03930912760956,OLS,,
Std,Cog/NonCog,Reading9th,child_model,(Intercept),-0.0251444073537256,0.0207234327161727,-1.21333215872594,0.225025887834536,-0.065765541071112,0.0154767263636607,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_Cog,0.252867277660412,0.00842118835836708,30.0275052521738,2.61694798256436e-191,0.236360445850759,0.269374109470065,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_NonCog,0.175152130143805,0.00838998434709479,20.8763357472121,3.72607251250263e-95,0.158706463023022,0.191597797264588,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_female,0.260364903573689,0.0162816015428976,15.9913570472597,5.42164727974987e-57,0.228450446038326,0.292279361109052,OLS,,
Std,Cog/NonCog,Reading9th,child_model,as.factor(child_cohort)2003,-0.0442386147693311,0.0231174815622677,-1.91364334606142,0.0556886655168981,-0.0895524545472962,0.00107522500863399,OLS,,
Std,Cog/NonCog,Reading9th,child_model,as.factor(child_cohort)2004,0.13578461440353,0.0226105473966483,6.00536608077248,0.00000000196226577658781,0.0914644440050337,0.180104784802027,OLS,,
Std,Cog/NonCog,Reading9th,child_model,as.factor(child_cohort)2005,0.468704602868734,0.262955155638314,1.78245070620871,0.0747001420312356,-0.046728177267355,0.984137383004822,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC1,-0.0558667121042597,0.420354921655179,-0.132903670746331,0.894271713267402,-0.879827380936446,0.768093956727926,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC2,-0.480114025534281,0.511231376025436,-0.939132549466982,0.347680926583696,-1.48220660211046,0.5219785510419,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC3,-0.205664437372053,0.596966072734955,-0.344516123721767,0.730463995653355,-1.37581028132701,0.964481406582899,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC4,1.85820708177553,0.681228168162824,2.7277308376529,0.00638610842413846,0.522894496742423,3.19351966680863,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC5,-1.43942526231937,0.659959677421731,-2.18108061986875,0.0291961153193291,-2.73304831559422,-0.14580220904452,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC6,2.17926933240843,0.83978699185079,2.59502630256939,0.00946946952928387,0.533156926355618,3.82538173846124,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC7,-0.0407829074530001,0.828322578685022,-0.0492355375821625,0.960732381061192,-1.66442329033396,1.58285747542796,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC8,-2.27574383631456,0.878238798236695,-2.59125859718762,0.00957372638567533,-3.99722773078192,-0.554259941847188,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC9,1.06047698311415,0.894166253647988,1.18599530991877,0.235646801459646,-0.692227187689724,2.81318115391802,OLS,,
Std,Cog/NonCog,Reading9th,child_model,child_PC10,2.42006016124638,1.02004195367023,2.37251041737913,0.0176827813835969,0.420620147380048,4.4195001751127,OLS,,
Std,Cog/NonCog,English5th,child_model,(Intercept),0.290039426067898,0.0219379235208078,13.2209151788135,8.21793952613205e-40,0.247040450244745,0.33303840189105,OLS,,
Std,Cog/NonCog,English5th,child_model,child_Cog,0.237562190105789,0.00550388064239969,43.1626711298398,0,0.226774422045079,0.248349958166499,OLS,,
Std,Cog/NonCog,English5th,child_model,child_NonCog,0.0932037810760801,0.0055174215699117,16.8926336142866,8.94764653120438e-64,0.0823894723988821,0.104018089753278,OLS,,
Std,Cog/NonCog,English5th,child_model,child_female,-0.093743588865214,0.010665147753677,-8.78971309449454,1.56400454834198e-18,-0.114647592381123,-0.0728395853493048,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2003,0.0129139041366262,0.0259455836217562,0.497730339193353,0.618677140425682,-0.0379402034461323,0.0637680117193847,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2004,-0.0217405283543616,0.0253147293801518,-0.858809431769294,0.390451342242694,-0.0713581430549679,0.0278770863462447,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2005,-0.0995231777202422,0.024997371633555,-3.981345686226,0.0000686597214498667,-0.148518761896389,-0.0505275935440958,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2006,-0.142956072657848,0.024553751819079,-5.82216818477273,0.00000000585779979984103,-0.191082148940085,-0.0948299963756105,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2007,-0.043583114712104,0.0250458931922769,-1.74013018332057,0.0818446483291697,-0.0926738025715323,0.00550757314732428,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2008,-0.0592445988810731,0.0254060159545711,-2.33191221272195,0.0197107582983654,-0.109041137954477,-0.00944805980766959,OLS,,
Std,Cog/NonCog,English5th,child_model,as.factor(child_cohort)2009,1.13423476211026,0.508112964505397,2.23224920705248,0.0256045816789154,0.138318395847272,2.13015112837324,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC1,0.830925188097601,0.28671976532556,2.89803943984858,0.00375728324762896,0.26894600872995,1.39290436746525,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC2,-0.113852808490647,0.34698015078771,-0.328124845851212,0.742819164057067,-0.793944117072497,0.566238500091203,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC3,-0.0304320283938072,0.405474700884406,-0.0750528413423328,0.940173083279143,-0.825174376897847,0.764310320110232,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC4,3.10342672086387,0.442297038813094,7.01661202433533,0.00000000000231296816380306,2.23651150618834,3.9703419355394,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC5,-0.751822013267629,0.440991353213118,-1.70484524875547,0.0882318591580555,-1.61617804573556,0.112534019200304,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC6,7.81905928871409,0.539647374179831,14.4892010279818,1.9247883723471e-47,6.7613345513032,8.87678402612498,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC7,2.81524250528397,0.543853169199195,5.17647531488934,0.000000227321745060509,1.74927428584147,3.88121072472648,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC8,-2.19974052928986,0.590854972337177,-3.72297878883646,0.000197183899394948,-3.35783366633716,-1.04164739224256,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC9,-2.1439768008066,0.604992674266579,-3.54380621782852,0.000394890929834982,-3.32978024976564,-0.958173351847574,OLS,,
Std,Cog/NonCog,English5th,child_model,child_PC10,3.37691392435612,0.672075357511055,5.02460607522063,0.000000506862277530307,2.05962644172155,4.6942014069907,OLS,,
Std,Cog/NonCog,English8th,child_model,(Intercept),0.072211352189013,0.0212829675037379,3.39291746681145,0.000692981644074318,0.0304947584034074,0.113927945974619,OLS,,
Std,Cog/NonCog,English8th,child_model,child_Cog,0.248552858846055,0.00729378609058784,34.0773441610519,7.14598540906403e-247,0.234256360416185,0.262849357275924,OLS,,
Std,Cog/NonCog,English8th,child_model,child_NonCog,0.11961478327395,0.00724464668494936,16.5107821644977,8.40150010883532e-61,0.105414602644853,0.133814963903046,OLS,,
Std,Cog/NonCog,English8th,child_model,child_female,-0.0824401172403173,0.0140967469792869,-5.84816605997477,0.00000000505437578350553,-0.110071051099991,-0.0548091833806434,OLS,,
Std,Cog/NonCog,English8th,child_model,as.factor(child_cohort)2003,0.00638882355651646,0.024414401005869,0.261682584593439,0.793569097183058,-0.0414656708461951,0.0542433179592281,OLS,,
Std,Cog/NonCog,English8th,child_model,as.factor(child_cohort)2004,0.116140730576477,0.0238538548793708,4.868845357021,0.00000113183470435559,0.069384958664091,0.162896502488863,OLS,,
Std,Cog/NonCog,English8th,child_model,as.factor(child_cohort)2005,0.0214745276424844,0.02355921798298,0.911512753012358,0.362037209956395,-0.0247037285771853,0.067652783862154,OLS,,
Std,Cog/NonCog,English8th,child_model,as.factor(child_cohort)2006,0.596662127414858,0.209751685864656,2.84461183210636,0.00445146322955343,0.185529334324561,1.00779492050516,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC1,1.16243516147923,0.368230691562981,3.15681225957889,0.0015976136487546,0.440668792356713,1.88420153060175,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC2,-0.324777530367346,0.44820094746345,-0.724624818857241,0.468691442127378,-1.20329303138348,0.553737970648782,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC3,-1.86261322890411,0.524562999341481,-3.55079033641789,0.000385034975194462,-2.89080544667845,-0.834421011129775,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC4,2.83603691397364,0.590828668799427,4.80010037383004,0.00000159831511423968,1.67795782707624,3.99411600087103,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC5,-0.327723113835606,0.574185554503874,-0.570761683683902,0.568168169115528,-1.45318015034116,0.797733922669945,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC6,6.46869215399312,0.722339009672082,8.95520256746163,3.70783471622411e-19,5.05284057987901,7.88454372810723,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC7,2.4348138777302,0.710920709760854,3.42487403208333,0.000616426413554706,1.04134323235806,3.82828452310234,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC8,-0.472988866143448,0.768308363122009,-0.615623737611634,0.538150494806609,-1.97894464420002,1.03296691191313,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC9,-0.270048501842972,0.779896813030056,-0.346261835323803,0.729149906551537,-1.79871871844454,1.2586217147586,OLS,,
Std,Cog/NonCog,English8th,child_model,child_PC10,2.3078707842311,0.885932512333213,2.60501872558333,0.00919431408188553,0.571360744831065,4.04438082363114,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,(Intercept),0.336879948502196,0.0196230928823112,17.1675255538269,8.43287453926289e-66,0.298418118012523,0.375341778991869,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,child_Cog,0.200990831329395,0.00706798753444868,28.4367835044679,5.92308697912768e-176,0.187137371016921,0.214844291641869,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,child_NonCog,0.0779550922491821,0.00716691287762685,10.877081050132,1.63375469457449e-27,0.0639077353984168,0.0920024490999474,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,father_Cog,0.0466869258153213,0.00605540435975862,7.70996006898908,0.0000000000000129040464764988,0.0348181578576765,0.0585556937729661,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,mother_Cog,0.0452427413855932,0.00606591197944606,7.45852256658112,0.0000000000000894377033150443,0.0333533781889771,0.0571321045822093,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,father_NonCog,0.0505400580445294,0.00609377736133902,8.29371587566894,1.13480651484491e-16,0.0385960778922007,0.0624840381968581,OLS,,
Std,Cog/NonCog,Math5th,nurture_model,mother_NonCog,0.0337097237317537,0.00611679559189471,5.51101033626529,0.0000000359186681823516,0.0217206271807454,0.045698820282762,OLS,,
